"","gross","color","duration","director_facebook_likes","genres","num_voted_users","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","language","country","content_rating","budget","title_year","imdb_score","aspect_ratio","movie_facebook_likes","total_facebook_likes"
"143",133.228348,"Color",196,249,"Adventure",381672,17944,2,1694,"English","USA","R",175,2004,7.2,2.35,0,35037
"144",216.366733,"Color",93,35,"Adventure",119213,2444,0,154,"English","USA","PG",145,2012,6.9,1.85,17000,4536
"145",160.201106," Black and White",133,93,"Action",169914,2538,0,1185,"English","UK","PG-13",142,2002,6.1,2.35,0,4912
"146",118.099659,"Color",116,176,"Action",69757,2097,4,1211,"English","USA","PG-13",144,2016,5.5,2.35,62000,3748
"147",201.573391,"Color",153,0,"Action",322395,26029,0,1171,"English","USA","PG-13",140,1998,6.6,2.35,11000,51566
"148",190.418803,"Color",88,188,"Action",270207,14823,2,606,"English","USA","PG-13",140,2002,6.1,1.85,2000,28837
"149",82.161969,"Color",115,0,"Action",142440,31523,1,505,"English","USA","PG-13",150,2007,6.3,2.35,3000,62487
"150",143.523463,"Color",95,5,"Action",64322,36095,0,145,"English","USA","PG",145,2016,7.2,2.35,24000,72067
"151",209.364921,"Color",133,663,"Action",365104,21768,3,512,"English","USA","PG-13",145,2011,7.4,2.35,35000,43121
"152",103.400692,"Color",97,52,"Adventure",123553,20645,0,174,"English","USA","PG",145,2012,7.3,1.85,25000,41173
"153",110.332737,"Color",90,23,"Comedy",110788,1997,1,258,"English","USA","PG-13",100,2005,6.1,2.35,2000,3760
"154",111.110575,"Color",154,380,"Action",317166,11945,1,928,"English","USA","R",140,2003,7.7,2.35,0,23726
"155",65.007045,"Color",150,0,"Action",128682,26490,0,657,"English","UK","PG-13",140,2014,6.1,2.35,51000,51131
"156",257.704099,"Color",127,14000,"Action",504419,39284,0,1559,"English","USA","PG-13",150,2009,8,2.35,19000,92265
"157",403.706375,"Color",121,0,"Action",544665,40484,0,2012,"English","USA","PG-13",139,2002,7.3,1.85,5000,79484
"158",176.997107,"Color",102,255,"Action",221128,23378,5,343,"English","USA","PG",145,2014,7.9,2.35,46000,45586
"159",31.141074,"Color",126,295,"Action",51892,19769,4,273,"English","USA","PG-13",140,2016,5.5,2.35,24000,39282
"160",31.704416,"Color",121,357,"Action",45455,2705,0,388,"English","USA","PG-13",135,2005,5,2.35,0,5315
"161",107.503316,"Color",215,0,"Action",392474,2530,1,1229,"English","USA","R",130,2009,7.7,2.35,18000,4674
"162",129.734803,"Color",127,503,"Action",127497,6171,2,287,"English","USA","R",140,1998,6.6,2.35,0,12573
"163",132.122995,"Color",138,0,"Action",212106,1814,0,1445,"English","USA","PG-13",137,2003,5.7,1.85,0,3192
"164",122.512052,"Color",122,209,"Action",146352,31958,6,288,"English","USA","PG-13",130,2013,5.8,2.35,42000,62101
"165",68.642452,"Color",124,42,"Action",77673,13073,3,463,"English","UK","PG-13",130,2005,6,2.35,0,25936
"166",32.13183,"Color",106,6,"Action",72259,15015,1,788,"English","USA","PG-13",137,2001,6.4,1.85,0,29443
"167",176.636816,"Color",124,394,"Action",508818,19761,0,679,"English","USA","PG-13",140,2011,6.9,2.35,46000,36155
"168",126.93066,"Color",128,150,"Action",157519,2037,2,683,"English","UK","PG-13",135,1999,6.4,2.35,2000,3733
"169",93.926386,"Color",138,608,"Action",168207,1205,1,684,"English","USA","PG-13",150,2003,7.4,2.35,0,2766
"170",292.298923,"Color",115,386,"Adventure",185394,59177,3,329,"English","USA","PG-13",120,2012,5.5,2.35,65000,109563
"171",63.992328,"Color",100,750,"Animation",32399,62644,0,79,"English","other","PG",135,2011,5.9,2.35,0,124382
"172",134.51839,"Color",135,255,"Action",326286,5811,0,643,"English","USA","PG-13",150,2008,6.8,2.35,0,10948
"173",52.792307,"Color",117,14000,"Adventure",12572,1950,0,106,"English","UK","PG",140,2016,6.8,2.35,27000,17243
"174",183.635922,"Color",156,0,"Adventure",406020,57108,0,1188,"English","USA","R",135,2015,8.1,2.35,190000,113841
"175",83.0249,"Color",96,13,"Adventure",62424,17416,0,90,"English","USA","PG",135,2013,6.5,2.35,13000,34773
"176",123.207194,"Color",107,563,"Adventure",183208,43291,0,337,"English","USA","PG",135,2011,7.2,2.35,26000,85793
"177",83.34892,"Color",92,35,"Adventure",60230,19963,0,118,"English","USA","PG",132,2014,6.7,1.85,11000,39588
"178",227.13709,"Color",115,521,"Action",491077,17369,0,820,"English","USA","PG-13",110,2007,8.1,2.35,0,32670
"179",215.395021,"Color",92,54,"Action",307029,12754,0,360,"English","USA","PG",130,2008,7.6,2.35,6000,25337
"180",180.191634,"Color",117,235,"Action",313866,5730,6,549,"English","USA","PG-13",130,2015,7.4,1.85,61000,10645
"181",424.645577,"Color",146,508,"Adventure",498397,49355,1,706,"English","USA","PG-13",130,2013,7.6,2.35,82000,98386
"182",292.298923,"Color",115,386,"Adventure",185394,59177,3,329,"English","USA","PG-13",120,2012,5.5,2.35,65000,109563
"183",177.343675,"Color",94,12,"Adventure",70121,17883,0,214,"English","USA","PG",135,2015,6.7,1.85,26000,35601
"184",234.277056,"Color",116,14000,"Adventure",334345,12758,0,2741,"English","USA","PG-13",132,2005,6.5,1.85,0,38565
"185",138.396624,"Color",147,0,"Action",178126,12954,1,511,"English","USA","R",130,2003,6.6,2.35,0,24729
"186",149.234747,"Color",90,50,"Action",114287,5046,0,137,"English","USA","PG",130,2011,6.7,2.35,16000,9935
"187",118.311368,"Color",101,176,"Action",245621,12406,1,514,"English","USA","PG-13",110,2010,6.4,2.35,23000,24566
"188",101.160529,"Color",138,0,"Action",200022,32355,2,1240,"English","USA","PG-13",125,2014,5.8,1.85,71000,61355
"189",77.564037,"Color",107,14000,"Action",177383,4631,1,447,"English","USA","PG",135,2011,7.4,2.35,44000,22347
"190",249.358727,"Color",142,0,"Adventure",382255,33284,3,1504,"English","UK","PG",130,2004,7.8,2.35,11000,64284
"191",49.551662,"Color",165,1000,"Adventure",102338,921,0,450,"English","other","PG-13",130,2008,6.6,2.35,0,2679
"192",60.522097,"Color",100,0,"Action",158720,14168,0,744,"English","USA","PG-13",130,2013,4.9,2.35,37000,26005
"193",137.748063,"Color",82,0,"Adventure",38438,2945,1,241,"English","USA","PG",127.5,2000,6.5,1.85,0,4891
"194",113.733726,"Color",98,189,"Adventure",67223,53587,7,126,"English","USA","PG",127,2014,6.2,1.85,11000,106776
"195",148.337537,"Color",95,96,"Action",172754,46120,3,187,"English","USA","PG",130,2010,7.3,2.35,13000,89216
"196",317.557891,"Color",159,0,"Adventure",444683,13191,4,1571,"English","UK","PG",125,2001,7.5,2.35,16000,25523
"197",33.592415,"Color",96,124,"Action",91640,31549,2,210,"English","USA","PG-13",130,2013,5.6,2.35,20000,60673
"198",305.388685,"Color",143,563,"Action",809474,48184,3,2113,"English","USA","PG-13",140,2003,8.1,2.35,10000,94747
"199",337.103873,"Color",123,508,"Adventure",305008,81385,1,591,"English","USA","PG-13",125,2014,6.7,2.35,52000,151893
"200",217.536138,"Color",174,2000,"Mystery",314253,16008,2,1966,"English","USA","PG-13",125,2006,6.6,2.35,0,33944
"201",131.536019,"Color",101,107,"Adventure",58498,1031,0,99,"English","USA","G",103,2014,6.4,2.35,0,2119
"202",214.94878,"Color",134,0,"Action",405973,20952,4,1055,"English","other","PG-13",110,2003,7.5,2.35,0,41803
"203",209.805005,"Color",132,681,"Action",284792,55345,3,366,"English","USA","PG-13",125,2011,7.3,2.35,54000,105026
"204",186.830669,"Color",129,0,"Action",338635,22403,2,412,"English","USA","PG-13",125,2011,7.5,2.35,39000,44536
"205",163.192114,"Color",106,255,"Action",229679,18003,0,637,"English","USA","PG-13",125,2010,5.8,2.35,15000,34108
"206",119.412921,"Color",113,719,"Action",240241,1441,0,391,"English","USA","R",65,1990,7.5,1.85,0,3290
"207",32.694788,"Color",102,323,"Action",101411,1815,1,546,"English","USA","R",85,1999,6.6,2.35,0,3596
"208",113.165635,"Color",135,209,"Action",229823,12175,0,504,"English","USA","PG-13",125,2012,6.7,2.35,31000,23812
"209",107.285004,"Color",125,541,"Action",189855,2699,3,1018,"English","USA","PG-13",125,1997,3.7,1.85,0,5459
"210",260.031035,"Color",110,2000,"Comedy",141414,4146,0,482,"English","USA","PG",123,2000,6,1.85,0,8504
"211",186.739919,"Color",124,776,"Action",333248,20553,0,1159,"English","USA","PG-13",125,2004,6.4,2.35,19000,39141
"212",215.397307,"Color",123,610,"Action",242188,11930,0,1426,"English","USA","PG-13",125,2000,6.1,2.35,0,23987
"213",182.618434,"Color",130,249,"Action",133076,2684,0,779,"English","USA","PG-13",140,2000,6.4,2.35,0,4816
"214",131.920333,"Color",92,167,"Action",213275,15302,3,436,"English","USA","PG",130,2007,5.6,2.35,0,29171
"215",124.976634,"Color",127,0,"Adventure",440084,2121,0,755,"English","USA","PG",120,2012,8,1.85,122000,3594
"216",115.802596,"Color",123,160,"Action",182661,14017,1,681,"English","USA","PG-13",110,2007,5.2,2.35,0,27280
"217",108.521835,"Color",123,521,"Action",40123,13752,0,297,"English","UK","PG-13",120,2016,7.1,2.35,31000,27903
"218",100.68588,"Color",107,368,"Action",100821,4046,0,554,"English","USA","PG-13",120,2003,4.8,2.35,0,8414
"219",126.464904,"Color",124,0,"Adventure",456260,24098,0,2326,"English","USA","R",130,2012,7,2.35,97000,46739
"220",64.736114,"Color",77,50,"Adventure",36471,2682,0,69,"English","USA","PG",120,2002,5.4,1.85,459,4954
"221",93.050117,"Color",109,662,"Action",338087,17689,0,814,"English","USA","R",115,2013,6.6,2.35,61000,34351
"222",57.637485,"Color",134,123,"Action",183909,17159,0,666,"English","USA","PG-13",105,2004,6.7,2.35,0,32699
"223",58.607007,"Color",117,294,"Action",182899,14161,0,630,"English","USA","PG-13",100,2014,6.2,2.35,60000,27455
"224",43.929341,"Color",135,0,"Action",57873,902,0,414,"English","USA","PG",120,2008,6.1,2.35,0,1786
"225",30.21262,"Color",121,274,"Comedy",35066,993,4,196,"English","USA","PG-13",120,2010,5.3,1.85,0,1913
"226",76.418654,"Color",117,446,"Action",148280,12731,0,348,"English","USA","PG-13",117,2010,6.3,2.35,11000,25027
"227",89.021735,"Color",124,364,"Action",387436,22004,0,892,"English","USA","PG-13",120,2013,7,2.35,71000,44368
"228",380.262555,"Color",140,0,"Action",520104,44042,4,3286,"English","USA","PG-13",113,2005,7.6,2.35,10000,84042
"229",310.675583,"Color",142,0,"Action",464310,42990,3,3516,"English","USA","PG",115,2002,6.7,1.78,0,82990
"230",289.907418,"Color",92,0,"Adventure",585659,15013,0,593,"English","USA","G",115,2001,8.1,1.85,0,28786
"231",132.55096,"Color",138,446,"Action",328067,23755,1,533,"English","USA","PG-13",120,2013,6.7,2.35,68000,46122
"232",474.544677,"Color",136,0,"Action",534658,37723,1,3597,"English","USA","PG",115,1999,6.5,2.35,13000,72723
"233",187.165546,"Color",98,16,"Adventure",150618,43286,3,195,"English","USA","PG",135,2013,7.3,2.35,28000,86302
"234",40.91183,"Color",153,610,"Action",55994,15046,0,454,"English","USA","R",115,2002,6,2.35,0,29109
"235",47.95202,"Color",120,19,"Action",37750,46719,2,134,"English","USA","PG-13",115,2016,6.1,2.35,16000,92738
